film_id,title,description,release_year,rental_duration,rental_rate,length,replacement_cost,special_features,language,category_id
170,Command Darling,A Awe-Inspiring Tale of a Forensic Psychologist And a Woman who must Challenge a Database Administrator in Ancient Japan,2006,5,4.99,120,28.99,Behind the Scenes,English,9
172,Coneheads Smoochy,A Touching Story of a Womanizer And a Composer who must Pursue a Husband in Nigeria,2006,7,4.99,112,12.99,"Deleted Scenes,Behind the Scenes",English,7
173,Confessions Maguire,A Insightful Story of a Car And a Boy who must Battle a Technical Writer in A Baloon,2006,7,4.99,65,25.99,Behind the Scenes,English,7
174,Confidential Interview,A Stunning Reflection of a Cat And a Woman who must Find a Astronaut in Ancient Japan,2006,6,4.99,180,13.99,Commentaries,English,0
175,Confused Candles,A Stunning Epistle of a Cat And a Forensic Psychologist who must Confront a Pioneer in A Baloon,2006,3,2.99,122,27.99,"Trailers,Commentaries,Deleted Scenes,Behind the Scenes",English,0
176,Congeniality Quest,A Touching Documentary of a Cat And a Pastry Chef who must Find a Lumberjack in A Baloon,2006,6,0.99,87,21.99,"Commentaries,Behind the Scenes",English,15
177,Connecticut Tramp,A Unbelieveable Drama of a Crocodile And a Mad Cow who must Reach a Dentist in A Shark Tank,2006,4,4.99,172,20.99,"Commentaries,Deleted Scenes",English,14
178,Connection Microcosmos,A Fateful Documentary of a Crocodile And a Husband who must Face a Husband in The First Manned Space Station,2006,6,0.99,115,25.99,"Deleted Scenes,Behind the Scenes",English,5
179,Conquerer Nuts,A Taut Drama of a Mad Scientist And a Man who must Escape a Pioneer in An Abandoned Mine Shaft,2006,4,4.99,173,14.99,"Commentaries,Deleted Scenes,Behind the Scenes",English,7
180,Conspiracy Spirit,A Awe-Inspiring Story of a Student And a Frisbee who must Conquer a Crocodile in An Abandoned Mine Shaft,2006,4,2.99,184,27.99,"Trailers,Commentaries",English,0
181,Contact Anonymous,A Insightful Display of a A Shark And a Monkey who must Face a Database Administrator in Ancient India,2006,7,2.99,166,10.99,Commentaries,English,0
182,Control Anthem,A Fateful Documentary of a Robot And a Student who must Battle a Cat in A Monastery,2006,7,4.99,185,9.99,Commentaries,English,5
183,Conversation Downhill,A Taut Character Study of a Husband And a Waitress who must Sink a Squirrel in A MySQL Convention,2006,4,4.99,112,14.99,Commentaries,English,0
184,Core Suit,A Unbelieveable Tale of a Car And a Explorer who must Confront a Boat in A Manhattan Penthouse,2006,3,2.99,92,24.99,Deleted Scenes,English,0
185,Cowboy Doom,A Astounding Drama of a Boy And a Lumberjack who must Fight a Butler in A Baloon,2006,3,2.99,146,10.99,"Commentaries,Deleted Scenes,Behind the Scenes",English,9
186,Craft Outfield,A Lacklusture Display of a Explorer And a Hunter who must Succumb a Database Administrator in A Baloon Factory,2006,6,0.99,64,17.99,"Deleted Scenes,Behind the Scenes",English,7
187,Cranes Reservoir,A Fanciful Documentary of a Teacher And a Dog who must Outgun a Forensic Psychologist in A Baloon Factory,2006,5,2.99,57,12.99,Commentaries,English,15
188,Crazy Home,A Fanciful Panorama of a Boy And a Woman who must Vanquish a Database Administrator in The Outback,2006,7,2.99,136,24.99,"Commentaries,Deleted Scenes",English,5
189,Creatures Shakespeare,A Emotional Drama of a Womanizer And a Squirrel who must Vanquish a Crocodile in Ancient India,2006,3,0.99,139,23.99,"Trailers,Deleted Scenes",English,0
190,Creepers Kane,A Awe-Inspiring Reflection of a Squirrel And a Boat who must Outrace a Car in A Jet Boat,2006,5,4.99,172,23.99,"Trailers,Behind the Scenes",English,0
191,Crooked Frogmen,A Unbelieveable Drama of a Hunter And a Database Administrator who must Battle a Crocodile in An Abandoned Amusement Park,2006,6,0.99,143,27.99,"Commentaries,Deleted Scenes,Behind the Scenes",English,3
193,Crossroads Casualties,A Intrepid Documentary of a Sumo Wrestler And a Astronaut who must Battle a Composer in The Outback,2006,5,2.99,153,20.99,"Trailers,Commentaries,Behind the Scenes",English,2
194,Crow Grease,A Awe-Inspiring Documentary of a Woman And a Husband who must Sink a Database Administrator in The First Manned Space Station,2006,6,0.99,104,22.99,"Trailers,Commentaries,Behind the Scenes",English,1
196,Cruelty Unforgiven,A Brilliant Tale of a Car And a Moose who must Battle a Dentist in Nigeria,2006,7,0.99,69,29.99,"Deleted Scenes,Behind the Scenes",English,0
197,Crusade Honey,A Fast-Paced Reflection of a Explorer And a Butler who must Battle a Madman in An Abandoned Amusement Park,2006,4,2.99,112,27.99,Commentaries,English,15
199,Cupboard Sinners,A Emotional Reflection of a Frisbee And a Boat who must Reach a Pastry Chef in An Abandoned Amusement Park,2006,4,2.99,56,29.99,Behind the Scenes,English,6
200,Curtain Videotape,A Boring Reflection of a Dentist And a Mad Cow who must Chase a Secret Agent in A Shark Tank,2006,7,0.99,133,27.99,"Trailers,Commentaries,Deleted Scenes,Behind the Scenes",English,10
201,Cyclone Family,A Lacklusture Drama of a Student And a Monkey who must Sink a Womanizer in A MySQL Convention,2006,7,2.99,176,18.99,"Trailers,Deleted Scenes",English,9
202,Daddy Pittsburgh,A Epic Story of a A Shark And a Student who must Confront a Explorer in The Gulf of Mexico,2006,5,4.99,161,26.99,"Deleted Scenes,Behind the Scenes",English,5
203,Daisy Menagerie,A Fast-Paced Saga of a Pastry Chef And a Monkey who must Sink a Composer in Ancient India,2006,5,4.99,84,9.99,"Trailers,Commentaries,Behind the Scenes",English,14
204,Dalmations Sweden,A Emotional Epistle of a Moose And a Hunter who must Overcome a Robot in A Manhattan Penthouse,2006,4,0.99,106,25.99,"Trailers,Commentaries,Deleted Scenes",English,7
205,Dances None,A Insightful Reflection of a A Shark And a Dog who must Kill a Butler in An Abandoned Amusement Park,2006,3,0.99,58,22.99,"Trailers,Commentaries,Deleted Scenes,Behind the Scenes",English,1
206,Dancing Fever,A Stunning Story of a Explorer And a Forensic Psychologist who must Face a Crocodile in A Shark Tank,2006,6,0.99,144,25.99,"Commentaries,Behind the Scenes",English,0
207,Dangerous Uptown,A Unbelieveable Story of a Mad Scientist And a Woman who must Overcome a Dog in California,2006,7,4.99,121,26.99,Commentaries,English,0
208,Dares Pluto,A Fateful Story of a Robot And a Dentist who must Defeat a Astronaut in New Orleans,2006,7,2.99,89,16.99,"Commentaries,Behind the Scenes",English,2
209,Darkness War,A Touching Documentary of a Husband And a Hunter who must Escape a Boy in The Sahara Desert,2006,6,2.99,99,24.99,"Deleted Scenes,Behind the Scenes",English,0
210,Darko Dorado,A Stunning Reflection of a Frisbee And a Husband who must Redeem a Dog in New Orleans,2006,3,4.99,130,13.99,"Trailers,Commentaries,Deleted Scenes,Behind the Scenes",English,0
211,Darling Breaking,A Brilliant Documentary of a Astronaut And a Squirrel who must Succumb a Student in The Gulf of Mexico,2006,7,4.99,165,20.99,"Commentaries,Behind the Scenes",English,0
212,Darn Forrester,A Fateful Story of a A Shark And a Explorer who must Succumb a Technical Writer in A Jet Boat,2006,7,4.99,185,14.99,Deleted Scenes,English,1
213,Date Speed,A Touching Saga of a Composer And a Moose who must Discover a Dentist in A MySQL Convention,2006,4,0.99,104,19.99,Commentaries,English,8
214,Daughter Madigan,A Beautiful Tale of a Hunter And a Mad Scientist who must Confront a Squirrel in The First Manned Space Station,2006,3,4.99,59,13.99,Trailers,English,3
215,Dawn Pond,A Thoughtful Documentary of a Dentist And a Forensic Psychologist who must Defeat a Waitress in Berlin,2006,4,4.99,57,27.99,"Trailers,Deleted Scenes,Behind the Scenes",English,0
216,Day Unfaithful,A Stunning Documentary of a Composer And a Mad Scientist who must Find a Technical Writer in A U-Boat,2006,3,4.99,113,16.99,"Trailers,Commentaries,Deleted Scenes,Behind the Scenes",English,13
218,Deceiver Betrayed,A Taut Story of a Moose And a Squirrel who must Build a Husband in Ancient India,2006,7,0.99,122,22.99,"Trailers,Commentaries,Deleted Scenes,Behind the Scenes",English,7
219,Deep Crusade,A Amazing Tale of a Crocodile And a Squirrel who must Discover a Composer in Australia,2006,6,4.99,51,20.99,"Commentaries,Behind the Scenes",English,6
220,Deer Virginian,A Thoughtful Story of a Mad Cow And a Womanizer who must Overcome a Mad Scientist in Soviet Georgia,2006,7,2.99,106,13.99,Deleted Scenes,English,0
222,Desert Poseidon,A Brilliant Documentary of a Butler And a Frisbee who must Build a Astronaut in New Orleans,2006,4,4.99,64,27.99,"Trailers,Behind the Scenes",English,11
223,Desire Alien,A Fast-Paced Tale of a Dog And a Forensic Psychologist who must Meet a Astronaut in The First Manned Space Station,2006,7,2.99,76,24.99,Deleted Scenes,English,2
